	User	Histories	Behaviors
6989	U6989	B7260 B173086 B150701	B202843-0 B58980-0 B49733-0 B13328-0 B2711-0 B174755-0 B207228-1 B30827-0 B149515-0 B4264-0 B95246-0 B84362-0 B170440-0 B40912-0 B160296-0 B99615-1 B7330-0 B5959-0 B73871-0 B140702-0
6990	U6990	B179098 B152977 B128648 B92035 B28234 B15790 B58921	B149279-0 B101812-0 B17622-0 B176587-0 B92971-0 B2802-0 B123403-0 B164108-1 B192869-0 B46162-0 B100229-0 B29368-0 B200275-0 B79294-0 B212313-0 B24028-0 B21873-0 B91908-0 B34788-0 B200484-0
6991	U6991	B24784 B193643 B137737 B1003	B110097-0 B140672-0 B131273-0 B175955-0 B125015-0 B4264-0 B125965-0 B122113-0 B65214-0 B18357-0 B125537-0 B155019-0 B81269-0 B189009-0 B52162-0 B191968-0 B159259-0 B146624-0 B136472-0 B153679-0
6992	U6992	B50190 B115209 B23174	B175446-0 B40225-0 B167810-0 B118457-0 B171014-0 B10107-0 B160000-0 B16712-0 B133782-0 B142843-0 B73749-0 B45114-0 B11720-0 B113460-0 B198132-0 B109818-0 B201137-0 B65191-0 B59308-0 B25314-0
6993	U6993	B72086 B190417	B188737-0 B105971-0 B176980-0 B163030-0 B38903-0 B57209-0 B44187-0 B169750-0 B136365-0 B99157-0 B76682-0 B23516-0 B138393-0 B187091-0 B32333-0 B47035-0 B70890-0 B108222-0 B135173-0 B159531-0
6994	U6994	B59834 B38135 B22317	B21460-0 B46867-0 B164355-0 B109110-0 B35659-0 B108777-0 B100237-0 B183416-0 B140865-0 B86063-0 B100932-0 B199679-0 B136600-0 B184059-0 B99133-0 B117692-0 B130952-0 B93015-0 B170476-0 B24824-0
6995	U6995	B51052 B11025 B131820	B147846-0 B28893-0 B153845-0 B94993-0 B119282-0 B60944-0 B49560-0 B163889-0 B6122-0 B122060-0 B59467-0 B13350-0 B34062-0 B96518-0 B22764-0 B157793-0 B4174-0 B144468-0 B50064-0 B192704-0
6996	U6996	B21746 B56845 B17459 B119970	B55108-0 B13631-0 B131055-0 B52482-0 B106266-0 B45920-0 B201173-0 B190658-0 B151771-0 B169518-0 B207954-0 B38214-0 B155591-0 B55005-0 B32167-0 B95490-0 B84316-0 B54192-0 B23219-0 B183383-0
6997	U6997	B185773 B185399 B153663 B16298	B37757-0 B128033-0 B180622-0 B203252-0 B178570-0 B97545-0 B17459-0 B165309-0 B32029-0 B147811-0 B207967-0 B102864-0 B102034-0 B103638-0 B188005-0 B138688-0 B148353-0 B96170-0 B29719-0 B15698-0
6998	U6998		
6999	U6999	B55603 B146793 B207203	B62589-0 B155872-0 B69173-0 B66102-0 B91920-0 B117554-0 B34701-0 B204550-0 B22309-0 B199451-0 B204357-0 B174532-0 B132824-0 B209796-0 B123906-0 B22528-0 B62534-0 B140815-0 B207788-0 B207366-0
7000	U7000	B34519 B115309 B37190	B74624-0 B52113-0 B126853-0 B76244-0 B17833-0 B2703-0 B140503-0 B25381-0 B91133-0 B15536-0 B125638-0 B99502-0 B11275-0 B121960-0 B116536-0 B148353-0 B99103-0 B130480-0 B111784-0 B130606-0
7001	U7001	B208176 B201910 B151061 B28389	B191818-0 B65808-0 B191115-0 B16811-0 B114503-0 B30827-0 B104903-0 B150635-0 B180399-0 B118341-0 B153992-0 B76820-0 B35146-0 B64388-0 B126457-0 B59549-0 B21164-0 B7768-0 B44383-0 B3208-0
7002	U7002	B158215 B57076 B158559 B186570 B32970 B29759 B80581 B167515 B15790	B89099-0 B193401-0 B68852-0 B175261-0 B39492-0 B116393-1 B149115-0 B192601-0 B167065-0 B170082-0 B183750-0 B15332-0 B27349-0 B134634-0 B67265-0 B20511-0 B78263-0 B82154-0 B172481-0 B39954-0
7003	U7003	B117422 B171014 B48141	B176622-0 B22947-0 B150175-0 B170336-0 B99869-0 B110039-0 B101404-0 B64282-0 B175823-0 B104831-0 B99154-0 B195328-0 B108850-0 B99511-0 B75098-0 B171348-0 B106630-0 B166151-0 B103531-0 B106366-0
7005	U7005	B144434 B83121 B132001 B182536 B171881	B33474-0 B129176-0 B46867-0 B135787-0 B145694-0 B133615-0 B126883-0 B181495-0 B11270-1 B158169-0 B162647-0 B40344-0 B132965-0 B127980-0 B206253-0 B74713-0 B82166-0 B1726-0 B46516-0 B187005-0
7006	U7006	B159796 B126145 B168946 B142345 B14033 B127268 B102621 B32508	B142506-0 B209037-0 B154865-0 B6114-0 B48112-0 B47074-0 B49905-0 B153611-0 B86019-0 B71756-0 B179629-0 B155201-0 B123429-0 B1915-0 B11864-0 B123774-0 B62351-0 B174404-0 B109468-0 B15437-0
7007	U7007	B155306 B134314 B27498 B47280 B907	B124773-0 B55983-0 B151514-0 B39424-0 B76244-0 B49425-0 B65260-0 B194771-0 B159715-0 B2716-0 B26242-0 B202955-0 B168457-0 B170978-0 B158208-0 B150302-0 B196909-0 B28954-0 B10158-0 B79502-0
7008	U7008	B6346 B84036 B194463	B28225-0 B159763-0 B102358-0 B199895-0 B105297-0 B17685-0 B185890-0 B112885-0 B37927-0 B12780-0 B189408-0 B92458-0 B58178-0 B196457-0 B74532-0 B29993-0 B171508-0 B5281-0 B185899-0 B118208-0
7009	U7009		
7010	U7010	B155097	B43083-0 B153024-0 B158870-0 B102034-0 B175904-0 B41590-0 B161932-0 B194616-0 B139638-0 B130601-0 B88663-0 B21680-0 B134654-0 B111529-0 B9782-0 B131276-0 B201654-0 B1521-0 B92120-0 B146238-0
7011	U7011	B74705	B127289-0 B181668-0 B75380-0 B18869-0 B98367-0 B198181-0 B196877-0 B61004-0 B63615-0 B2017-0 B70748-0 B55775-0 B170256-0 B56258-0 B83630-0 B4159-0 B183947-0 B164899-0 B139423-0 B161790-0
7013	U7013	B76437 B97687 B11116 B86858	B64774-0 B177181-0 B49733-0 B65214-0 B160007-0 B168547-0 B170475-0 B21916-0 B30644-0 B150855-0 B54843-0 B27394-0 B129641-0 B190214-0 B205218-0 B32884-0 B69517-0 B166699-0 B80022-0 B97700-0
7014	U7014	B100237 B197314 B118578 B165577	B201643-0 B105890-0 B161216-0 B158215-0 B1967-0 B132564-0 B186759-0 B118094-0 B93591-0 B140155-0 B90942-0 B115804-0 B48852-0 B182737-0 B54843-0 B153109-0 B167677-0 B23294-0 B164926-0 B105168-0
7015	U7015	B30141 B189121 B141710 B73668	B58922-0 B175396-0 B26023-0 B2873-0 B140154-0 B69153-0 B107041-0 B33030-0 B40389-0 B185393-0 B104495-0 B7420-0 B29120-0 B60454-0 B22280-0 B129846-0 B132965-0 B191126-0 B28684-0 B171437-0
7016	U7016	B153970 B115209 B29058	B49102-0 B202387-0 B180326-0 B14074-0 B89815-0 B198490-0 B64226-0 B48744-0 B192091-0 B140710-0 B136802-0 B187417-0 B101558-0 B22331-0 B58301-0 B24028-0 B48998-0 B182586-0 B19584-0 B39803-0
7017	U7017	B82801 B24927 B32686	B166745-0 B62050-0 B206130-0 B147846-0 B7134-0 B140672-0 B199467-0 B102046-0 B101586-0 B184060-0 B134593-0 B28542-0 B142592-0 B139392-0 B9893-0 B148902-0 B155213-0 B21476-0 B17162-0 B188861-0
7018	U7018	B183264 B137008 B44825	B143870-0 B36219-0 B211127-0 B58963-0 B2795-0 B7752-0 B69614-0 B154380-0 B40279-0 B44343-0 B166424-0 B122400-0 B198511-0 B208571-0 B152455-0 B95019-0 B52667-0 B107100-0 B183784-0 B150624-0
7020	U7020		
7022	U7022	B88001 B13434 B47560 B62325 B161669 B157472 B124022 B129214 B179731	B19007-0 B122756-0 B63861-0 B16743-0 B177518-0 B176150-0 B103531-0 B68742-0 B136084-0 B9206-0 B146078-0 B200125-0 B131941-0 B72320-0 B142379-0 B52846-0 B178607-0 B64593-0 B121646-0 B172469-0
7023	U7023	B28807 B101180 B19184 B93244 B23613	B36481-0 B55861-0 B36631-0 B37340-0 B70257-0 B177176-0 B161836-0 B51824-0 B164370-0 B64624-0 B154411-0 B183819-0 B27062-0 B205065-0 B75799-0 B166256-0 B122855-0 B112215-0 B161790-0 B149922-0
7024	U7024	B193374 B68773 B32884 B198551	B140638-0 B201043-0 B101258-0 B46148-0 B123721-0 B88252-0 B149739-0 B74700-0 B37314-0 B140013-0 B113653-0 B167569-0 B52807-0 B106014-0 B31628-0 B114381-0 B188033-0 B37937-0 B141159-0 B12240-0
7025	U7025	B152621 B16672 B169139 B123206 B148307 B16184 B107146 B20379	B37369-0 B180796-0 B31299-0 B103181-0 B116003-0 B165467-0 B34788-0 B174532-0 B116831-0 B55438-0 B116641-0 B50099-0 B99449-0 B7399-0 B31853-0 B1418-0 B18784-0 B162824-0 B148306-0 B136952-0
7026	U7026	B164858 B200325 B16444	B161313-0 B93629-0 B47547-0 B26905-0 B15045-0 B113677-0 B134686-0 B53698-0 B49257-0 B170319-0 B211074-0 B160501-0 B1363-0 B119311-0 B141537-0 B60948-0 B80431-0 B75261-0 B206461-0 B133539-0
7027	U7027	B39301 B169320 B133615 B56 B146519	B37858-0 B161748-0 B135155-0 B119463-0 B101812-0 B53053-0 B17622-0 B157187-0 B71807-0 B36302-0 B210644-0 B209336-0 B60417-0 B21868-0 B162843-0 B30215-0 B119680-0 B78956-0 B108315-0 B37699-0
7028	U7028	B159915 B5146 B198790 B30287 B80022 B183648 B195874 B73075 B85849	B62746-0 B15328-0 B156220-0 B122898-0 B2310-0 B19584-0 B122855-0 B15431-0 B6045-0 B175091-0 B102666-0 B9173-0 B110001-0 B25435-0 B109053-0 B186661-0 B171930-0 B23567-0 B184370-0 B5592-0
7029	U7029	B101831 B125321	B39976-0 B171123-0 B112399-0 B16434-0 B125638-0 B64282-0 B147782-0 B145198-0 B94007-0 B154005-0 B22265-0 B3544-0 B30422-0 B19633-0 B157644-0 B33748-0 B20340-0 B2553-0 B129997-0 B129212-0
7030	U7030	B196243 B70541 B158735 B126043	B20024-0 B203244-0 B21387-0 B183443-0 B17189-0 B97891-0 B107060-0 B172012-0 B143353-0 B44546-0 B179399-0 B111950-0 B2091-0 B158346-0 B140982-0 B98071-0 B121426-0 B18067-0 B15094-0 B94392-0
7031	U7031	B132543 B165928 B105478 B31732 B169884 B191371 B190005 B110654 B37449 B172281 B123433	B9759-0 B35580-1 B164078-0 B187856-0 B112665-0 B166269-0 B25268-0 B189784-0 B160737-0 B113344-0 B93380-0 B91982-0 B193568-0 B167798-0 B100700-0 B188665-0 B155452-0 B158336-0 B22309-0 B168308-0
7032	U7032	B198419 B1747 B192496 B193401 B81910 B147227 B148147 B7715 B2407	B183828-0 B172535-0 B20993-0 B40497-0 B116669-1 B130364-0 B201941-0 B188009-0 B175489-0 B119722-0 B7050-0 B58339-0 B1881-0 B57028-0 B48760-0 B24081-0 B161078-0 B188759-0 B192035-0 B83859-0
7033	U7033	B41213 B184268 B103531	B121952-0 B30229-0 B96726-0 B122936-0 B11476-0 B78956-0 B175959-0 B31196-0 B200325-0 B53384-0 B166925-0 B115209-1 B130344-0 B175321-0 B164815-0 B32620-0 B169169-0 B167997-0 B198541-0 B23294-0
7034	U7034	B140689 B191661 B24460 B145797 B22743 B100417 B5468 B100084	B142832-0 B182176-0 B109991-0 B101942-0 B7862-0 B125222-0 B121252-0 B8168-0 B147396-0 B2302-0 B4455-0 B102621-0 B186360-0 B113290-0 B133521-0 B177774-0 B105027-0 B164348-0 B136302-0 B163778-0
7035	U7035	B130606 B62528 B114166	B85789-0 B102828-0 B40505-0 B131716-0 B132121-0 B119866-0 B172180-0 B31716-0 B6028-0 B61040-1 B25270-0 B170221-0 B81688-0 B128797-0 B125600-0 B72737-0 B103300-0 B191558-0 B138277-0 B36469-0
7036	U7036	B25085 B108135 B12814 B27338 B162116 B179629 B105122 B187456 B22958	B170327-0 B48792-0 B25425-0 B190727-0 B30115-0 B22820-0 B122060-0 B170333-0 B126962-0 B159763-0 B175656-0 B51180-0 B102117-0 B102117-0 B142506-0 B182095-0 B174414-0 B8618-0 B157447-0 B189615-0
7037	U7037	B4253 B33748 B24938	B112326-0 B95751-0 B157118-0 B128412-0 B116419-0 B154490-0 B74170-0 B91203-0 B119970-0 B204154-0 B124577-0 B173086-0 B111547-0 B39026-0 B203559-0 B132148-0 B184281-0 B20518-0 B108152-0 B6117-0
7038	U7038	B40356 B188673 B149937 B105027	B43032-0 B198271-0 B61848-0 B194463-0 B17552-0 B93086-0 B78937-0 B128615-0 B3093-0 B72086-0 B206461-0 B44333-0 B122434-0 B119078-0 B165717-0 B55549-0 B32265-0 B80140-0 B54301-0 B7696-0
7039	U7039	B199149	B61737-0 B16882-0 B179097-0 B183195-0 B130492-0 B41641-0 B58888-0 B124890-0 B119615-0 B47865-0 B31162-0 B104831-0 B33094-0 B12198-0 B160168-0 B32167-0 B116128-0 B142688-0 B10659-0 B60373-0
7040	U7040	B29951 B61423 B152378 B25864	B182776-0 B53284-0 B168256-0 B136365-0 B67395-0 B6138-0 B48729-0 B159078-0 B97816-0 B58998-0 B160949-0 B118775-0 B168023-0 B19195-0 B197109-0 B143890-0 B206643-0 B181047-0 B31851-0 B139901-0
7041	U7041	B144687 B100084 B196243 B171007	B106014-0 B41612-0 B191869-0 B61046-0 B180440-0 B39385-0 B36967-0 B165199-0 B96886-0 B71043-0 B97037-0 B211604-0 B125660-0 B38278-0 B185684-0 B143733-0 B48181-0 B83210-0 B11694-0 B130610-0
7042	U7042	B119717 B78937 B124907	B147220-0 B61423-0 B157498-0 B115176-0 B8011-0 B133110-0 B62237-0 B114349-0 B136222-0 B11864-0 B4419-0 B12240-0 B65297-0 B30551-0 B101405-0 B144302-0 B198641-0 B192766-0 B104772-0 B157594-0
7043	U7043	B11482 B4175 B212104 B50707 B159196 B2407 B41641 B65821 B24460	B58301-0 B190837-0 B122218-0 B165143-0 B26951-0 B160926-0 B150916-0 B36655-0 B165076-0 B197833-0 B198508-0 B14877-0 B10330-0 B200022-0 B115895-0 B185033-0 B192887-0 B19558-0 B51403-0 B86814-0
7044	U7044	B86814 B156467 B246 B110829 B47280	B47101-0 B173511-0 B37927-0 B154948-0 B180988-0 B71756-0 B114349-0 B184743-0 B123678-0 B166727-0 B73226-0 B178570-0 B168244-0 B56207-0 B51440-0 B89561-0 B58712-0 B14771-0 B69113-0 B211718-0
7045	U7045	B907 B114930 B30451 B110829 B168946 B37936 B47280 B95627 B163449 B193096 B48348 B110824 B246 B188459 B14033 B107225 B52098	B180744-0 B170142-0 B1838-0 B72294-0 B34990-0 B59794-0 B100501-0 B60542-0 B21950-0 B33647-0 B1262-0 B161764-0 B168313-0 B15431-0 B199449-0 B29009-0 B69410-0 B109706-0 B45265-0 B119143-0
7046	U7046	B16184 B54781 B101639	B178802-0 B53302-0 B122286-0 B95916-0 B150624-0 B69729-0 B122898-0 B104779-0 B175763-0 B58998-0 B128211-0 B128821-0 B57030-0 B160869-0 B264-0 B101124-0 B190251-0 B191281-0 B127846-0 B176897-0
7047	U7047	B191239 B166702 B50707 B5695	B53820-0 B162987-0 B103181-1 B12494-0 B145633-0 B186421-0 B168519-0 B179925-0 B80973-0 B72646-0 B88001-0 B130785-0 B1555-0 B28012-0 B178607-0 B24907-0 B38785-0 B179068-0 B162817-0 B107213-0
7048	U7048	B121260 B134504 B61249 B177063	B5146-0 B27361-0 B22958-0 B180855-0 B44320-0 B14810-0 B60972-0 B111310-0 B39526-0 B124327-0 B145827-0 B42214-0 B181047-0 B26016-0 B161559-0 B107355-0 B207285-0 B40344-0 B160296-0 B11110-0
7049	U7049	B203969 B44947 B23516 B54529 B209133	B74958-0 B162191-0 B102922-0 B166545-0 B69114-0 B1563-0 B66899-0 B11686-0 B116836-0 B162429-0 B52161-0 B104659-0 B46956-0 B40981-0 B159652-0 B40110-1 B152823-0 B101375-0 B12746-0 B29850-0
7050	U7050	B8618 B64285 B172438 B113738 B57098 B26172	B199301-0 B181262-0 B184534-0 B66083-0 B123166-0 B188004-1 B19661-0 B158879-0 B156414-0 B132313-0 B171014-0 B81688-0 B118340-1 B183032-0 B25218-0 B95627-0 B149312-1 B87682-0 B192723-0 B138405-0
7051	U7051	B142160 B61423 B108152 B138817 B179629	B36369-0 B140815-0 B95911-0 B27789-0 B154411-0 B119111-0 B204797-0 B184612-0 B71887-0 B17883-0 B101180-0 B74435-0 B135649-0 B100084-0 B140672-0 B31788-0 B72906-0 B194132-0 B2017-0 B155859-0
7052	U7052	B101180 B197155 B18879 B28644 B193815 B204175 B27792 B136600	B146894-0 B118276-0 B166599-0 B136298-1 B49113-0 B100962-0 B185973-0 B124783-0 B147782-0 B101996-0 B24674-0 B136529-0 B132235-0 B211207-0 B123679-0 B196367-0 B36287-0 B26003-0 B44486-0 B121149-0
7053	U7053	B159745 B101980 B206727	B198954-0 B99947-0 B161605-0 B70373-0 B39372-0 B13721-0 B111382-0 B2663-0 B44333-0 B110950-0 B150304-0 B210260-0 B186882-0 B48624-0 B179899-0 B156311-0 B101597-0 B106754-0 B105564-0 B14525-0
7054	U7054	B67305 B89267 B192518 B12225 B48569 B149607	B160042-0 B22190-0 B147350-0 B197017-0 B37689-0 B104542-0 B58114-0 B73870-0 B23598-0 B94952-0 B79501-0 B245-0 B27338-0 B68321-0 B113220-0 B165611-0 B68738-0 B84111-0 B81497-0 B38760-0
7055	U7055	B124890 B51052 B211658	B21497-0 B5112-0 B56667-0 B39866-0 B13137-0 B12141-0 B22764-0 B39657-0 B56207-0 B72906-0 B9157-0 B62144-0 B12140-0 B27849-0 B12239-0 B63155-0 B7922-0 B9398-0 B1344-0 B27909-0
7056	U7056	B67751 B23138 B11562	B126056-0 B183360-0 B15547-0 B37757-0 B12198-0 B196243-0 B2201-0 B18394-0 B125222-0 B152345-0 B170943-0 B2250-0 B140048-0 B55578-0 B55810-0 B66120-0 B134914-0 B152437-0 B126603-0 B71775-0
7057	U7057	B53153 B101243 B20993	B209322-0 B55343-0 B81910-0 B48181-0 B186456-0 B61423-0 B19633-0 B57292-0 B91470-0 B209300-0 B84243-0 B142832-0 B60124-0 B178026-0 B47283-0 B157740-0 B25777-0 B29058-0 B40438-0 B147948-0
7058	U7058	B147782 B154041 B194591 B34936	B2548-0 B207637-0 B83156-0 B130736-0 B82159-0 B120253-0 B59803-0 B187152-0 B97747-0 B170086-0 B175091-0 B202004-0 B113881-0 B507-0 B121984-0 B73871-0 B148306-0 B212075-0 B128993-0 B20447-0
7059	U7059	B67754 B56749 B82913 B5614 B47429	B63615-0 B5267-0 B46839-0 B201941-0 B66096-0 B29719-0 B65877-0 B100134-0 B12244-0 B95037-0 B196090-0 B189246-0 B207282-0 B48624-0 B174265-0 B114930-0 B172765-0 B146192-0 B17778-0 B83197-0
7060	U7060	B15265 B87481 B60467 B189832 B34671 B39526 B16166 B44546	B128178-0 B88770-0 B66120-0 B106640-0 B49279-1 B121451-0 B125321-0 B184309-0 B17553-0 B42051-0 B195562-0 B109053-0 B40603-0 B24713-0 B156802-0 B151262-0 B174600-1 B14724-0 B104584-0 B83121-0
7061	U7061	B19245 B178600 B4037 B43937 B175840 B80016 B168427	B41677-0 B150444-0 B53701-0 B177063-0 B15805-0 B51675-0 B156220-0 B145124-0 B104795-0 B56470-0 B184185-0 B41971-0 B147944-0 B77383-0 B128201-0 B17410-0 B89267-0 B48119-0 B38649-0 B190026-0
7062	U7062		
7063	U7063	B28542 B124718 B245 B131601 B94965 B97516 B120216	B12576-0 B168612-0 B67548-0 B31912-0 B99615-0 B2206-0 B183530-0 B148147-0 B204492-0 B162685-0 B168793-0 B58782-0 B191143-0 B58287-0 B60060-0 B13466-0 B138918-0 B118129-0 B137190-0 B59202-0
7064	U7064	B161190 B27498 B212192	B56845-0 B5157-0 B26621-0 B30551-0 B151514-0 B48774-0 B2702-0 B131847-0 B62529-0 B157514-0 B133308-0 B80652-0 B185392-0 B73870-0 B136259-0 B108698-0 B118730-0 B62529-0 B41231-0 B12714-0
7065	U7065	B170714 B180025 B31809 B2727 B108612	B132202-0 B177226-0 B49279-0 B122927-0 B100836-0 B171142-0 B168946-1 B181527-0 B86934-0 B162937-0 B12958-0 B85849-0 B56153-0 B187119-0 B198975-0 B202324-0 B62936-0 B201700-0 B143550-0 B64508-0
7066	U7066	B165643 B115209 B29058	B2727-0 B28366-0 B96781-0 B106628-0 B4774-0 B46826-0 B15805-0 B40110-0 B108777-0 B96853-0 B58700-0 B132148-0 B165798-0 B202147-0 B88528-0 B187867-0 B130834-0 B197509-0 B42630-0 B165766-0
7067	U7067		
7068	U7068	B74713 B81236 B100954	B126398-0 B98165-0 B22280-0 B182568-0 B99111-0 B125171-0 B60314-0 B92120-0 B139432-0 B26524-0 B5110-0 B165960-0 B175763-0 B125537-0 B160235-0 B111890-0 B35659-0 B97360-0 B22069-0 B62578-0
7069	U7069	B21873 B108293 B189494 B93811	B193441-0 B120110-0 B24577-0 B113806-0 B209960-0 B169108-0 B186456-0 B120153-0 B124754-0 B23232-0 B130116-0 B113761-0 B127600-0 B200746-0 B190147-0 B95178-0 B190134-0 B103692-0 B185660-0 B88273-0
7071	U7071	B150047 B44260 B11801 B93030 B78175	B199451-0 B113726-0 B106107-0 B74547-0 B182433-0 B47993-0 B44267-0 B186570-0 B19841-0 B97058-0 B97047-0 B134905-0 B84437-0 B135119-0 B145260-0 B157514-0 B30472-0 B1773-0 B204940-0 B6655-0
7072	U7072	B200974 B51231	B211658-0 B36111-0 B170418-0 B53104-0 B47362-0 B189633-0 B130906-0 B111508-0 B196213-0 B168508-0 B30671-0 B11967-0 B159261-0 B72413-0 B115247-0 B28474-0 B144578-0 B154865-0 B192091-0 B75183-0
7073	U7073	B168308 B41215 B146478 B170944	B24549-0 B103887-0 B16602-0 B119680-0 B128954-0 B142506-0 B189623-0 B20024-0 B44417-0 B15040-0 B56383-0 B134445-0 B85177-0 B145253-0 B138758-0 B76822-0 B177892-0 B164076-1 B66457-0 B46312-0
7074	U7074	B61198 B57584 B31132 B126047 B31047 B41204 B111959 B181729 B85849	B148901-0 B164404-0 B151825-0 B113596-0 B34788-0 B4465-0 B42122-0 B158136-0 B56656-0 B2407-0 B158423-0 B132235-0 B162976-0 B100134-0 B188004-0 B199974-0 B110097-0 B45618-0 B112138-0 B191773-0
7075	U7075	B149496 B20464 B172050	B887-0 B51004-0 B40344-0 B27541-0 B211697-0 B30099-0 B51300-0 B188992-0 B150772-0 B105468-0 B115379-0 B151695-0 B65260-0 B163825-0 B30634-0 B58918-0 B53384-0 B163667-0 B159645-0 B116361-0
7076	U7076	B79714 B104772 B172137 B208467 B189806 B121646	B86131-0 B75864-0 B142104-0 B13752-0 B95627-0 B7586-0 B99651-0 B7457-0 B118448-0 B198271-0 B109818-0 B112679-0 B146577-0 B69840-0 B46344-0 B155735-0 B4534-0 B32504-0 B110867-0 B172535-0
7077	U7077	B85444 B52667 B155859 B154417 B101243	B38649-0 B61004-0 B105913-0 B120253-0 B200037-0 B27207-0 B210489-0 B5088-0 B88071-0 B7768-0 B24142-1 B11314-0 B120633-0 B121689-0 B118633-0 B164829-0 B152621-0 B47854-0 B98199-0 B42031-0
7078	U7078	B184064 B51241 B155459	B31853-0 B193620-0 B137190-0 B26539-0 B64532-0 B155893-0 B15310-0 B21164-0 B23243-0 B8689-0 B196149-0 B210898-0 B27536-0 B68059-0 B179209-0 B197143-0 B116723-0 B182022-0 B15724-0 B43167-0
7079	U7079	B141608	B88133-0 B94441-0 B174600-0 B57560-0 B105313-0 B109611-0 B171746-0 B29181-0 B165524-0 B102059-0 B209336-0 B138521-0 B165928-0 B29149-0 B157736-0 B16085-0 B119132-0 B22069-0 B147524-0 B28945-0
7080	U7080	B132199 B47525 B100700 B9333 B191930 B986 B55890 B38343 B53585	B5363-0 B116810-0 B117499-0 B153322-0 B211953-0 B78287-0 B201003-0 B191577-0 B190744-0 B88640-0 B167802-0 B192704-0 B4051-0 B121657-0 B127972-0 B166121-0 B34933-0 B42248-0 B39803-0 B142955-0
7081	U7081	B118212 B105313 B155030 B28881 B82536 B160949 B122947 B164903 B65426 B125441	B45098-0 B159025-0 B83236-0 B153322-0 B193441-0 B133844-0 B183722-0 B46694-0 B107884-0 B43780-0 B170333-0 B117899-0 B110176-0 B93429-0 B40611-0 B205725-0 B157477-0 B25610-0 B150630-0 B169110-0
7082	U7082	B38468 B6869 B65830 B111985 B6073 B156555 B86858 B45885 B35523	B14074-0 B184064-0 B58915-0 B210570-0 B211657-0 B171771-0 B48349-0 B82487-0 B11476-0 B124136-0 B11728-0 B44294-0 B138313-0 B70894-0 B53243-0 B170327-0 B12493-0 B164476-0 B212200-0 B212104-0
7083	U7083	B10225 B153213 B200025 B40162	B9916-0 B60717-0 B91072-0 B172828-0 B28881-0 B65095-0 B793-0 B143515-0 B28027-0 B188266-0 B197064-0 B34569-0 B65715-0 B191081-0 B102357-0 B173092-0 B138547-0 B119722-0 B163474-0 B54781-0
7084	U7084	B107060 B69521 B127491 B15491 B7330 B180489 B72992 B3241 B119497 B1277 B69815 B130243 B171862 B40573 B176913 B43937	B62856-0 B36219-0 B201395-0 B121392-0 B108134-0 B72906-0 B106237-0 B186148-0 B58757-0 B74704-0 B54336-0 B202810-0 B178026-0 B56256-1 B26789-0 B165643-0 B183582-0 B108895-0 B119866-0 B29005-0
7085	U7085	B148901 B30827 B144849 B879 B101339 B37179 B128170 B62746 B153447 B70515	B142578-0 B212200-0 B94122-0 B199149-0 B204087-0 B185684-0 B104451-0 B2407-0 B5369-0 B87843-0 B66925-0 B180744-0 B202695-0 B134205-0 B152403-0 B155968-0 B25837-0 B139237-0 B45543-0 B184875-0
7086	U7086	B109770 B25164 B120367 B34319 B49393 B59427 B104089 B107604 B26026 B164642 B196328 B67107 B39198 B190822	B113132-1 B144514-0 B134515-1 B24120-0 B128178-0 B193740-0 B130601-0 B116670-0 B39020-0 B73178-0 B157342-0 B195764-0 B174290-0 B146793-0 B114598-0 B126126-0 B54630-0 B171531-0 B120420-0 B160595-0
7087	U7087	B101375 B30384 B162824 B130969	B10445-0 B128442-0 B143310-0 B48970-0 B45376-0 B26023-0 B48792-0 B98969-0 B133844-0 B119078-0 B1838-0 B69235-0 B61431-0 B154495-0 B206301-0 B22528-0 B188282-0 B41203-0 B117422-0 B10568-0
7088	U7088	B95230 B37924 B74399 B22978	B30250-0 B40603-0 B126109-0 B113161-0 B26859-0 B103455-0 B62825-0 B14016-0 B197155-0 B52113-0 B97442-0 B208467-0 B121808-0 B121338-0 B33904-0 B141878-0 B193957-0 B170174-0 B63257-0 B103196-0
7089	U7089	B161359 B178607 B143745 B3162 B63500 B130391 B36853 B143923 B109303 B71585 B202504 B156802 B54855 B130050 B182227 B23262 B27884 B4175	B134488-0 B12732-0 B16811-0 B142345-0 B41750-0 B31223-0 B52095-0 B211776-0 B25052-0 B28515-0 B57628-0 B46376-0 B57209-0 B125441-0 B70269-0 B152551-0 B62528-0 B164643-0 B171586-0 B20481-0
7090	U7090	B92346 B54837 B192024	B49519-0 B141537-0 B57032-0 B199366-0 B26174-0 B152765-0 B187607-0 B202538-0 B48256-0 B113292-0 B162273-0 B56470-0 B198202-0 B100229-0 B209336-0 B19152-0 B32680-0 B34798-0 B21259-0 B72792-0
7091	U7091	B99154 B52838 B170755 B164935 B4051 B40498 B197458 B53960 B158326	B86002-0 B154277-0 B24935-0 B157863-0 B161748-0 B185899-1 B49279-0 B98606-0 B34984-0 B121472-1 B24424-0 B86642-0 B105506-0 B6138-0 B156958-0 B187905-0 B93591-0 B101112-0 B152865-0 B109828-0
7092	U7092	B153510 B137151 B182644 B17614 B51547	B189047-0 B135173-0 B65426-1 B116294-0 B165802-0 B63591-0 B5363-0 B41693-0 B36485-0 B42295-0 B130480-0 B183307-0 B143889-0 B119189-0 B47765-0 B48396-1 B50247-0 B6660-0 B120969-0 B106569-0
