User,Entities
U7616,"['Q273613', 'Q851', 'Q6542551', 'Q47740', 'Q150225', 'Q115506755', 'Q5806', 'Q35484', 'Q1934414']"
U7617,"['Q286022', 'Q1636686']"
U7618,['Q7199']
U7619,['Q13300']
U7620,"['Q1541047', 'Q178885', 'Q2609846', 'Q12826225', 'Q21834', 'Q170579']"
U7621,"['Q6888857', 'Q317309', 'Q284451', 'Q20738981', 'Q1190808']"
U7622,"['Q1535240', 'Q43999', 'Q21506826', 'Q98', 'Q80702', 'Q17', 'Q30', 'Q846570']"
U7623,"['Q1783211', 'Q150', 'Q8667', 'Q105868', 'Q216774', 'Q274317']"
U7624,"['Q50038119', 'Q1348006', 'Q11774623']"
U7625,[]
U7626,"['Q1370999', 'Q8094']"
U7627,"['Q39671', 'Q264193', 'Q37062668', 'Q446', 'Q112600264', 'Q70894', 'Q21423479', 'Q71418568']"
U7628,"['Q211503', 'Q188851']"
U7629,"['Q332428', 'Q8073535']"
U7630,"['Q8124', 'Q372941', 'Q171091']"
U7631,"['Q778298', 'Q791508']"
U7632,"['Q7376362', 'Q747691', 'Q14536140', 'Q864928', 'Q91751239', 'Q1128759', 'Q7432', 'Q1035', 'Q2658970', 'Q230', 'Q21510733', 'Q9656', 'Q129558', 'Q16970', 'Q7430', 'Q3235522', 'Q33829']"
U7633,"['Q3750474', 'Q840396', 'Q13576514']"
U7634,"['Q211198', 'Q231356', 'Q6432713']"
U7635,"['Q527', 'Q189', 'Q485915', 'Q165', 'Q1369832', 'Q16881915', 'Q318581']"
U7636,"['Q25373', 'Q2346693', 'Q366266']"
U7637,"['Q121998', 'Q177232', 'Q6691', 'Q37564095', 'Q172964', 'Q1454', 'Q1535240', 'Q302', 'Q12894677', 'Q158607', 'Q685', 'Q8007', 'Q9696', 'Q1242905', 'Q1141890', 'Q7826742', 'Q108375523', 'Q1249148', 'Q154958', 'Q9588', 'Q4166211', 'Q21506826', 'Q106782813']"
U7638,"['Q36180', 'Q1348006', 'Q165447', 'Q92450903', 'Q16643683', 'Q95961053', 'Q34623', 'Q39829', 'Q37320']"
U7639,"['Q846570', 'Q6500676', 'Q1119151']"
U7640,"['Q13570642', 'Q313421', 'Q313489']"
U7641,"['Q272076', 'Q21498085', 'Q3874366', 'Q2329403', 'Q530014', 'Q1757370', 'Q192497', 'Q17863942', 'Q21517014']"
U7642,"['Q112983', 'Q178561', 'Q2076820', 'Q20671646']"
U7643,[]
U7644,"['Q80370', 'Q8436', 'Q61', 'Q1087546', 'Q1158139', 'Q163872', 'Q18638465', 'Q7560', 'Q3820', 'Q215548', 'Q7204', 'Q216774', 'Q2630093', 'Q1065', 'Q794', 'Q789915', 'Q79015', 'Q28425', 'Q47423', 'Q850298', 'Q1189414']"
U7645,"['Q1475036', 'Q254327']"
U7646,"['Q183976', 'Q1408', 'Q52151949', 'Q5287', 'Q408', 'Q40080', 'Q356639', 'Q2344154', 'Q1860', 'Q7521081', 'Q833', 'Q362', 'Q845135']"
U7647,"['Q254046', 'Q1161827', 'Q145']"
U7648,"['Q12269866', 'Q16090622']"
U7649,"['Q156907', 'Q173540', 'Q355771', 'Q842438', 'Q5838', 'Q16871304']"
U7650,"['Q214371', 'Q23434', 'Q55550590', 'Q215410', 'Q843450', 'Q30', 'Q7048121']"
U7651,"['Q7366', 'Q51103', 'Q9035', 'Q21448931']"
U7652,"['Q1801787', 'Q109714088', 'Q7550', 'Q312697']"
U7653,['Q860577']
U7654,"['Q408673', 'Q3054723', 'Q3957904']"
U7655,"['Q30', 'Q58233068', 'Q18426']"
U7656,"['Q10398667', 'Q4768132', 'Q6501864', 'Q21578', 'Q11351', 'Q794', 'Q473252']"
U7657,"['Q7608321', 'Q244', 'Q145', 'Q1291472']"
U7658,['Q158940']
U7659,"['Q590870', 'Q4430504', 'Q1111310']"
U7660,['Q1412160']
U7661,"['Q494367', 'Q667', 'Q447404', 'Q864007', 'Q10856', 'Q308439', 'Q876870', 'Q164294', 'Q846570', 'Q22758', 'Q8676']"
U7662,"['Q998', 'Q20489596', 'Q463303', 'Q123028']"
U7663,['Q145']
U7664,['Q1303167']
U7665,['Q35108592']
U7666,"['Q178885', 'Q316']"
U7667,"['Q82464', 'Q30932006', 'Q40131371', 'Q9941', 'Q21050435', 'Q30875', 'Q20738981']"
U7668,"['Q7269', 'Q3034813', 'Q55502', 'Q1218', 'Q46', 'Q48', 'Q1250464', 'Q37556026']"
U7669,"['Q1625952', 'Q34006', 'Q7360556']"
U7670,"['Q185118', 'Q1512', 'Q424325', 'Q44487983']"
U7671,['Q316']
U7672,"['Q60', 'Q100400533', 'Q578']"
U7673,['Q178790']
U7674,"['Q450', 'Q77365039', 'Q295130', 'Q12147']"
U7675,"['Q967236', 'Q12826225', 'Q19866947', 'Q892', 'Q136469', 'Q74359']"
U7676,"['Q1082587', 'Q1028628']"
U7677,"['Q113925598', 'Q198', 'Q152098', 'Q11369', 'Q840291', 'Q3386847', 'Q430178', 'Q60002', 'Q465501', 'Q931597']"
U7678,"['Q200535', 'Q597897', 'Q1845', 'Q692', 'Q9215', 'Q16255538', 'Q191296', 'Q9381', 'Q711821']"
U7679,"['Q1367', 'Q4830453', 'Q145']"
U7680,"['Q147105', 'Q80900', 'Q159334', 'Q612540']"
U7681,"['Q3947', 'Q49072345', 'Q17116053', 'Q43600', 'Q751559', 'Q5732129', 'Q17975', 'Q16542374']"
U7682,"['Q67372736', 'Q1845', 'Q16555', 'Q165479']"
U7683,['Q1611595']
U7684,"['Q15037', 'Q111']"
U7685,"['Q10441', 'Q311247', 'Q16869838', 'Q30642', 'Q43483', 'Q1193106']"
U7686,"['Q6581072', 'Q3010', 'Q9199', 'Q30', 'Q1111359', 'Q846570', 'Q23357', 'Q345', 'Q19970517', 'Q804943']"
U7687,"['Q18048717', 'Q19816507', 'Q11802680', 'Q793802', 'Q1682564', 'Q21489000', 'Q1735678']"
U7688,"['Q1855742', 'Q7388869', 'Q1341343', 'Q826596', 'Q51156785', 'Q4552849', 'Q6844112']"
U7689,"['Q1247790', 'Q44020']"
U7690,"['Q188863', 'Q7366']"
U7691,"['Q1139344', 'Q749150']"
U7692,"['Q41872', 'Q2035583', 'Q7507423']"
U7693,"['Q225089', 'Q10940', 'Q90', 'Q8261', 'Q9196421', 'Q6674']"
U7694,['Q1845']
U7695,"['Q65940913', 'Q64030005', 'Q119555230', 'Q842438', 'Q30', 'Q9176', 'Q983927', 'Q785550']"
U7696,"['Q51406', 'Q2207092']"
U7697,"['Q34442', 'Q36348', 'Q8678', 'Q37090']"
U7698,['Q108805667']
U7699,"['Q321767', 'Q842438', 'Q953409', 'Q12576', 'Q59863338']"
U7700,"['Q20489449', 'Q18914832', 'Q162586', 'Q735749', 'Q7737']"
U7701,['Q19828984']
U7702,"['Q199804', 'Q8502', 'Q33126963', 'Q3132855']"
U7703,"['Q162827', 'Q7504324', 'Q6296982']"
U7704,['Q5668115']
U7705,"['Q270952', 'Q165278', 'Q18156180']"
U7706,"['Q16823309', 'Q646426', 'Q7414', 'Q1484679', 'Q11934', 'Q206859']"
U7707,"['Q16870323', 'Q47131']"
U7708,"['Q40745', 'Q30', 'Q407', 'Q2518679', 'Q2293', 'Q1334587', 'Q3072040', 'Q297816']"
U7709,"['Q1167703', 'Q1353874']"
U7710,"['Q131347', 'Q18094', 'Q254861', 'Q853266', 'Q111409', 'Q201026', 'Q968485', 'Q189', 'Q18392185', 'Q33837', 'Q1845']"
U7711,"['Q24234163', 'Q1159003', 'Q105167', 'Q1027525', 'Q106039', 'Q30', 'Q796']"
U7712,"['Q170484', 'Q111501773', 'Q1168723', 'Q105952608', 'Q26963126']"
U7713,[]
U7714,"['Q4575936', 'Q482633', 'Q302', 'Q573', 'Q7549799', 'Q48006', 'Q748', 'Q148', 'Q51103', 'Q668', 'Q5451', 'Q176694', 'Q104028', 'Q933726', 'Q177232', 'Q42', 'Q1853362']"
U7715,"['Q145', 'Q51883323', 'Q37512361', 'Q219552', 'Q8242', 'Q164974', 'Q189811', 'Q19683', 'Q84', 'Q26969', 'Q106039', 'Q827311', 'Q646620', 'Q3316519']"
U7716,"['Q79384447', 'Q842438']"
U7717,"['Q180268', 'Q43600', 'Q26214163', 'Q12344159', 'Q2535085', 'Q302']"
U7718,['Q113925598']
U7719,"['Q41207', 'Q30', 'Q1024186', 'Q100397828']"
U7720,"['Q16938807', 'Q2', 'Q1910044', 'Q558416', 'Q106039', 'Q1027525', 'Q870109', 'Q14516546', 'Q33979', 'Q624458', 'Q1845']"
U7721,['Q3110266']
U7722,"['Q178885', 'Q7867', 'Q106039', 'Q3735902']"
U7723,['Q165']
U7724,"['Q20671646', 'Q384188', 'Q810', 'Q14639649', 'Q481809', 'Q3902626', 'Q3010', 'Q19809']"
U7725,"['Q1553123', 'Q43878736', 'Q15729076', 'Q45581', 'Q574578', 'Q188']"
U7726,['Q82464']
U7727,"['Q4', 'Q231356', 'Q250267', 'Q830183', 'Q36900727']"
U7728,"['Q5369', 'Q84129']"
U7729,"['Q33255597', 'Q21452544', 'Q309988', 'Q164061', 'Q33283353']"
U7730,"['Q8018', 'Q7737', 'Q273506', 'Q1085567', 'Q714187', 'Q20519173', 'Q550265', 'Q104593417', 'Q203204', 'Q122398', 'Q131165', 'Q48006', 'Q16970', 'Q90', 'Q35032', 'Q1258217', 'Q150']"
U7731,[]
U7732,"['Q187880', 'Q59832953', 'Q37062668', 'Q145', 'Q715768', 'Q1778168']"
U7733,"['Q575', 'Q32979453', 'Q693055']"
U7734,"['Q20671646', 'Q5', 'Q19809']"
U7735,"['Q42979', 'Q8091', 'Q1724915', 'Q451967', 'Q48282', 'Q1860']"
U7736,"['Q21', 'Q170455']"
U7737,"['Q174908', 'Q574578', 'Q15180', 'Q7310', 'Q362', 'Q27973777', 'Q2685184', 'Q846570', 'Q722462', 'Q5231759', 'Q953153', 'Q17010072', 'Q164597', 'Q57085', 'Q11423', 'Q178885', 'Q1115527']"
U7738,"['Q977906', 'Q12788009', 'Q911673', 'Q1211800', 'Q147787', 'Q167856', 'Q36161', 'Q90', 'Q220', 'Q15878']"
U7739,['Q334122']
U7740,"['Q23436', 'Q838984']"
U7741,"['Q728312', 'Q345367', 'Q5686', 'Q48277']"
U7742,"['Q541194', 'Q36322', 'Q3056940', 'Q3052483', 'Q76171663', 'Q5486209']"
U7743,"['Q229871', 'Q1411']"
U7744,"['Q1514341', 'Q2793', 'Q99441275']"
U7745,"['Q7048121', 'Q1860', 'Q214371', 'Q31823932', 'Q679', 'Q238526']"
U7746,"['Q2003797', 'Q3155308', 'Q1845', 'Q319676', 'Q30883096', 'Q12803959', 'Q80231181', 'Q40244', 'Q199027', 'Q279749', 'Q40050', 'Q12147', 'Q42501', 'Q2138622', 'Q14212031', 'Q845069']"
U7747,['Q17017552']
U7748,"['Q323818', 'Q133363', 'Q797782', 'Q26168', 'Q106039']"
U7749,"['Q684', 'Q328804', 'Q39212', 'Q19014', 'Q846570', 'Q361', 'Q51671', 'Q9288', 'Q9184']"
U7750,[]
U7751,"['Q178521', 'Q864928', 'Q145']"
U7752,"['Q3211698', 'Q369632', 'Q2493714', 'Q336519', 'Q726177', 'Q1508039']"
U7753,"['Q5684', 'Q2413857', 'Q116919473', 'Q529711', 'Q300867', 'Q25113', 'Q504628', 'Q14383', 'Q9073584', 'Q207841', 'Q2044']"
U7754,"['Q961651', 'Q2141790', 'Q26180274', 'Q2415420', 'Q192218', 'Q37276488', 'Q216200']"
U7755,['Q106039']
U7756,"['Q35230', 'Q491461', 'Q83879422', 'Q3744563']"
U7757,"['Q7307', 'Q504628', 'Q14959634', 'Q2800220']"
U7758,"['Q27', 'Q26', 'Q66741638', 'Q22890']"
U7759,"['Q220098', 'Q111', 'Q362104']"
U7760,"['Q12280', 'Q18325859', 'Q26736517', 'Q279274']"
U7761,"['Q699612', 'Q185583', 'Q60', 'Q508259', 'Q1679720', 'Q12861234', 'Q5194627', 'Q115014749']"
U7762,"['Q3480335', 'Q16870804', 'Q6495363', 'Q183492']"
U7763,"['Q37175627', 'Q15758462', 'Q1074523', 'Q203209']"
U7764,[]
U7765,"['Q2627586', 'Q83155', 'Q9179368', 'Q2', 'Q2980086']"
U7766,"['Q19500', 'Q103842890', 'Q3245148', 'Q14516546', 'Q18498', 'Q11046554', 'Q11059']"
U7767,"['Q126796', 'Q33979', 'Q81447', 'Q9659', 'Q15547994', 'Q5254747', 'Q18033340', 'Q8246778', 'Q264193', 'Q60024', 'Q328804', 'Q13560071', 'Q862086', 'Q1522', 'Q3295609', 'Q84', 'Q14387', 'Q865422', 'Q6034813', 'Q184366', 'Q1358138', 'Q191949']"
U7768,"['Q51406', 'Q36322', 'Q136469', 'Q9479', 'Q161040', 'Q2207092']"
U7769,['Q85852336']
U7770,"['Q16335379', 'Q212398', 'Q1404101']"
U7771,"['Q1221042', 'Q145']"
U7772,['Q557615']
U7773,"['Q16130', 'Q2628857']"
U7774,"['Q131746', 'Q5514434', 'Q90', 'Q1374436', 'Q10856', 'Q150']"
U7775,"['Q41872', 'Q2', 'Q49114', 'Q30', 'Q259516', 'Q69488', 'Q1065', 'Q111', 'Q18547944', 'Q96078359', 'Q302', 'Q37510860', 'Q421', 'Q33561', 'Q34006', 'Q1092', 'Q96251659', 'Q106039']"
U7776,"['Q16870533', 'Q830328', 'Q48707368', 'Q10437', 'Q863', 'Q199886', 'Q83155']"
U7777,"['Q476300', 'Q91577482']"
U7778,"['Q110026814', 'Q3899799', 'Q83155', 'Q192785', 'Q12800811']"
U7779,"['Q11260', 'Q311754', 'Q7141520']"
U7780,"['Q8436', 'Q43999', 'Q21448666', 'Q185582', 'Q1509', 'Q605821', 'Q62766']"
U7781,"['Q314929', 'Q1862897', 'Q19819754']"
U7782,"['Q2343169', 'Q132805', 'Q19872942', 'Q1475036', 'Q181803', 'Q1940766', 'Q12790756', 'Q41', 'Q118931711', 'Q130890', 'Q309759', 'Q50776']"
U7783,"['Q4945808', 'Q1915507', 'Q679']"
U7784,"['Q1357', 'Q1439']"
U7785,"['Q1075', 'Q316']"
U7786,"['Q117021195', 'Q1917423', 'Q51797', 'Q51746', 'Q51802', 'Q98669171', 'Q9232']"
U7787,"['Q1074', 'Q8652']"
U7788,['Q441214']
U7789,"['Q17017552', 'Q75687']"
U7790,"['Q493', 'Q6034', 'Q30']"
U7791,[]
U7792,"['Q5432619', 'Q2811', 'Q182575', 'Q838984', 'Q162244']"
U7793,"['Q5185279', 'Q191023', 'Q392', 'Q1860']"
U7794,"['Q188680', 'Q1860', 'Q1066614']"
U7795,"['Q514', 'Q192077', 'Q37175627', 'Q381844', 'Q60967867', 'Q201', 'Q36983700', 'Q37641179', 'Q44996', 'Q55091702', 'Q48929', 'Q4700', 'Q152679', 'Q119087813', 'Q21590660']"
U7796,"['Q148493', 'Q50353872', 'Q3884']"
U7797,"['Q75459', 'Q5482740']"
U7798,"['Q200473', 'Q1384', 'Q1475036']"
U7799,"['Q2737699', 'Q1254342', 'Q387253', 'Q164294', 'Q18638465']"
U7800,"['Q191808', 'Q16275174', 'Q83346929', 'Q1297', 'Q60', 'Q1286961']"
U7801,"['Q37491448', 'Q218368', 'Q125', 'Q13258171', 'Q84']"
U7802,"['Q24659987', 'Q3821802', 'Q39297', 'Q746244', 'Q44342', 'Q2559340']"
U7803,['Q51406']
U7804,"['Q1221042', 'Q6453423', 'Q1078487']"
U7805,"['Q7560', 'Q2612000', 'Q2665383']"
U7806,"['Q1067610', 'Q23', 'Q21452033', 'Q61', 'Q28180', 'Q1853362', 'Q200028']"
U7807,"['Q9381', 'Q8134', 'Q1329269', 'Q4830453', 'Q183816']"
U7808,"['Q1231428', 'Q2', 'Q75482201']"
U7809,"['Q16962451', 'Q4854852', 'Q41076']"
U7810,"['Q413', 'Q39297']"
U7811,['Q3010']
U7812,"['Q114755840', 'Q128581', 'Q7560']"
U7813,"['Q45529', 'Q22108005', 'Q1439', 'Q160131', 'Q473252']"
U7814,"['Q1473420', 'Q326914', 'Q208160', 'Q438476', 'Q65560816']"
U7815,"['Q74359', 'Q12213265', 'Q185737', 'Q165388', 'Q213586', 'Q46302', 'Q79734', 'Q208870', 'Q12826225', 'Q892', 'Q203904', 'Q15298259', 'Q11975560', 'Q969914', 'Q5']"
U7816,['Q42305']
U7817,"['Q1553123', 'Q1554377']"
U7818,"['Q15725563', 'Q2737173', 'Q16563174', 'Q292552', 'Q2578531', 'Q66741662']"
U7819,"['Q96064387', 'Q37602']"
U7820,"['Q948418', 'Q43999', 'Q1349297', 'Q55800']"
U7821,[]
U7822,['Q184224']
U7823,"['Q316', 'Q618779', 'Q11475', 'Q7560', 'Q94365244', 'Q4280097']"
U7824,['Q1258373']
U7825,"['Q243519', 'Q7366', 'Q435326']"
U7826,[]
U7827,"['Q302', 'Q128538', 'Q19809', 'Q154549']"
U7828,"['Q21502068', 'Q735749', 'Q19546', 'Q18914832', 'Q12797659', 'Q846570', 'Q1895303']"
U7829,"['Q56663', 'Q846570', 'Q928']"
U7830,"['Q7953', 'Q735', 'Q34493']"
U7831,"['Q67836103', 'Q724', 'Q571', 'Q1475036', 'Q15290', 'Q18527399', 'Q5330', 'Q8913']"
U7832,"['Q134307', 'Q483501']"
U7833,['Q23479']
U7834,"['Q13560454', 'Q20']"
U7835,"['Q206357', 'Q81741', 'Q443681']"
U7836,"['Q2256', 'Q3195212', 'Q5679', 'Q18385316']"
U7837,"['Q1752469', 'Q49223', 'Q544651', 'Q207201', 'Q3918', 'Q1558', 'Q155223']"
U7838,['Q28084844']
U7839,"['Q467', 'Q3954630', 'Q1548123', 'Q145']"
U7840,"['Q313129', 'Q900406', 'Q60846795', 'Q131333', 'Q813449']"
U7841,"['Q331055', 'Q3604202', 'Q177932', 'Q132781', 'Q132821', 'Q99', 'Q2415420', 'Q709024', 'Q9418', 'Q21201', 'Q11059']"
U7842,[]
U7843,[]
U7844,"['Q162827', 'Q7504324', 'Q30', 'Q132524']"
U7845,"['Q54128', 'Q1463658', 'Q18612038', 'Q204170', 'Q23594']"
U7846,"['Q12142', 'Q3369465', 'Q15873430', 'Q814343']"
U7847,"['Q21069889', 'Q692062']"
U7848,"['Q276258', 'Q131805', 'Q190218', 'Q1294105', 'Q658961', 'Q96733098']"
U7849,"['Q1088', 'Q160534']"
U7850,"['Q76074', 'Q104969456', 'Q145']"
U7851,"['Q1473420', 'Q4653']"
U7852,"['Q162827', 'Q7504324', 'Q83600144', 'Q132524', 'Q181907', 'Q3348135', 'Q1370999', 'Q633008', 'Q21590660', 'Q213096', 'Q627291']"
U7853,['Q74359']
U7854,"['Q1588', 'Q473252']"
U7855,"['Q16868672', 'Q27870064', 'Q28249']"
U7856,"['Q74359', 'Q892', 'Q21455025', 'Q500954', 'Q46302', 'Q648515', 'Q3046182', 'Q842438', 'Q111501773', 'Q491461', 'Q3414877', 'Q26098', 'Q201940', 'Q134995', 'Q4006', 'Q22447523', 'Q30872569', 'Q385494', 'Q309019', 'Q82032', 'Q2472587', 'Q1944909', 'Q676880', 'Q234460', 'Q7542', 'Q535741', 'Q66891839', 'Q204170', 'Q185737', 'Q5580853', 'Q12826225', 'Q431490', 'Q6672460', 'Q679', 'Q203904', 'Q41', 'Q52529710', 'Q1277575', 'Q20', 'Q46854', 'Q1111367', 'Q54050', 'Q469061', 'Q483501', 'Q42952', 'Q1366722', 'Q40719727', 'Q2630981', 'Q49141380', 'Q41796', 'Q7845294', 'Q112591552']"
U7857,['Q74359']
U7858,"['Q18034621', 'Q336']"
U7859,['Q541194']
U7860,"['Q224078', 'Q844791', 'Q5330', 'Q486194', 'Q2', 'Q16468589', 'Q48270', 'Q223407', 'Q278818']"
U7861,"['Q146363', 'Q91794297']"
U7862,"['Q880125', 'Q276258', 'Q190007']"
U7863,"['Q20679890', 'Q812', 'Q17018121', 'Q81422']"
U7864,"['Q3204131', 'Q145']"
U7865,"['Q192767', 'Q2061869', 'Q1552582', 'Q1898583', 'Q37432844', 'Q5287', 'Q392280', 'Q1059040', 'Q677']"
U7866,"['Q512314', 'Q1509', 'Q912820', 'Q42603', 'Q438689', 'Q1475036', 'Q30013662', 'Q49081932', 'Q15290', 'Q48422', 'Q4899469']"
U7867,"['Q169889', 'Q182076', 'Q5450125']"
U7868,"['Q208386', 'Q498133', 'Q231250']"
U7869,"['Q1231428', 'Q36322', 'Q2851075', 'Q164294', 'Q63891262', 'Q21452961', 'Q3565753', 'Q138311', 'Q108774645', 'Q345', 'Q22889', 'Q19100', 'Q383324', 'Q1860']"
U7870,"['Q1664720', 'Q15762500', 'Q9067', 'Q1860', 'Q20437533']"
U7871,"['Q192837', 'Q877463', 'Q50776', 'Q64397296', 'Q4653', 'Q1904075', 'Q822282', 'Q869161', 'Q804402', 'Q2108178', 'Q84']"
U7872,"['Q214371', 'Q55550590', 'Q60']"
U7873,"['Q672890', 'Q15930574']"
U7874,"['Q45199', 'Q405', 'Q10437']"
U7875,['Q15290']
U7876,"['Q537750', 'Q1339677', 'Q311733', 'Q16881915']"
U7877,['Q37577']
U7878,"['Q4851436', 'Q152079', 'Q6542551']"
U7879,"['Q853058', 'Q43987', 'Q37485898']"
U7880,"['Q10525', 'Q8386', 'Q7430', 'Q336', 'Q43081182']"
U7881,"['Q194428', 'Q362']"
U7882,['Q83460']
U7883,['Q21454144']
U7884,"['Q604879', 'Q2897528', 'Q149010', 'Q210598', 'Q204170', 'Q310135']"
U7885,"['Q44183', 'Q145']"
U7886,"['Q51406', 'Q9531', 'Q162492']"
U7887,"['Q4656074', 'Q1778168', 'Q2195840', 'Q192292']"
U7888,"['Q6376449', 'Q16055052', 'Q9252', 'Q920285', 'Q274317', 'Q28807311', 'Q43', 'Q39619', 'Q21', 'Q256', 'Q47740', 'Q1860', 'Q7145589', 'Q206357', 'Q1072', 'Q316', 'Q1070284', 'Q1023649', 'Q6779935', 'Q33979', 'Q2465220']"
U7889,[]
U7890,['Q82464']
U7891,"['Q3536482', 'Q5084', 'Q2747456', 'Q26484658', 'Q692', 'Q35']"
U7892,"['Q11426', 'Q11009']"
U7893,"['Q76179256', 'Q679', 'Q6581072', 'Q1682677']"
U7894,"['Q668885', 'Q355406', 'Q1616828', 'Q8337', 'Q174097']"
U7895,"['Q12826225', 'Q19866947', 'Q1647282']"
U7896,"['Q80304', 'Q150225', 'Q2740768']"
U7897,"['Q1304320', 'Q18419', 'Q4674287']"
U7898,['Q74359']
U7899,"['Q1050571', 'Q12099', 'Q34670']"
U7900,"['Q179461', 'Q41064']"
U7901,['Q514797']
U7902,['Q171058']
U7903,"['Q25215452', 'Q1035', 'Q1063', 'Q177045']"
U7904,"['Q138311', 'Q1473420', 'Q216774', 'Q3142505', 'Q30', 'Q18978396', 'Q2724976', 'Q841006', 'Q79261471', 'Q501796']"
U7905,"['Q527', 'Q485915', 'Q165', 'Q811486', 'Q686822', 'Q318581', 'Q5003081']"
U7906,"['Q21450218', 'Q8261', 'Q2958359', 'Q468280', 'Q846570', 'Q169566', 'Q8242', 'Q49114', 'Q35722', 'Q191107', 'Q178885', 'Q36924071', 'Q1474785']"
U7907,"['Q44315', 'Q133500', 'Q18336315', 'Q379253', 'Q2843961', 'Q392371']"
U7908,"['Q487623', 'Q115090535', 'Q2979', 'Q9179368']"
U7909,"['Q735', 'Q48007447', 'Q145', 'Q1108521', 'Q1860', 'Q679', 'Q58989979', 'Q19035548', 'Q21590660', 'Q5287']"
U7910,['Q315796']
U7911,"['Q15037', 'Q40779', 'Q20826540', 'Q720975']"
U7912,"['Q843', 'Q1156970', 'Q267526', 'Q19844960', 'Q15987596', 'Q188914']"
U7913,"['Q134194', 'Q78651257', 'Q36071', 'Q5725770', 'Q2', 'Q714843', 'Q20898942', 'Q177220', 'Q165', 'Q185939', 'Q1314', 'Q12894677', 'Q53060', 'Q467', 'Q6256', 'Q43238']"
U7914,"['Q3947', 'Q28198']"
U7915,['Q57096']
U7916,"['Q9852', 'Q9773', 'Q692', 'Q2028', 'Q6904168', 'Q33180', 'Q16673195', 'Q2412073', 'Q3687815', 'Q49757']"
U7917,"['Q468947', 'Q258096', 'Q856860', 'Q13258171', 'Q49114', 'Q2166362', 'Q36920322']"
U7918,"['Q183240', 'Q30', 'Q1996375', 'Q209662', 'Q472535', 'Q770873', 'Q1617357']"
U7919,"['Q111', 'Q16865203', 'Q131007']"
U7920,['Q35160']
U7921,"['Q842346', 'Q1584018', 'Q18250394', 'Q267447', 'Q853442']"
U7922,['Q1247790']
U7923,"['Q1423657', 'Q114080183', 'Q54050', 'Q2936', 'Q183', 'Q974']"
U7924,"['Q136469', 'Q833345', 'Q83155', 'Q2293', 'Q99']"
U7925,"['Q3363340', 'Q6542497', 'Q1089094', 'Q23434', 'Q1475036', 'Q145', 'Q55550590', 'Q699612', 'Q881140']"
U7926,"['Q907568', 'Q1860', 'Q133492', 'Q152357', 'Q5277795', 'Q21450728', 'Q339836', 'Q270952', 'Q21057288', 'Q108709']"
U7927,"['Q3947', 'Q37524673', 'Q1329269']"
U7928,"['Q206687', 'Q1258217', 'Q42279997', 'Q6243946', 'Q3292506', 'Q1680909', 'Q111', 'Q693552', 'Q48235', 'Q8134', 'Q118810172', 'Q1048', 'Q3483397', 'Q79015', 'Q93241524', 'Q26884324', 'Q2915214', 'Q42532531', 'Q96405181', 'Q176694', 'Q15715950', 'Q1058800', 'Q178885']"
U7929,"['Q217164', 'Q590252', 'Q20', 'Q165278', 'Q589977', 'Q16836986', 'Q45938097', 'Q169889', 'Q333719', 'Q408']"
U7930,"['Q45048948', 'Q23640', 'Q9633', 'Q177719', 'Q2920921', 'Q240673', 'Q2648323', 'Q3121231', 'Q16865881', 'Q468489', 'Q9014839', 'Q24703555', 'Q482853', 'Q112407588']"
U7931,"['Q336019', 'Q47365', 'Q16106027', 'Q235901', 'Q5342980', 'Q142', 'Q39018', 'Q40', 'Q63492340', 'Q621', 'Q6967216']"
U7932,"['Q45097531', 'Q25391', 'Q3947', 'Q1027550', 'Q28868249', 'Q1033997', 'Q220546']"
U7933,"['Q28260', 'Q846570', 'Q21296136']"
U7934,"['Q107338202', 'Q11394', 'Q53763755', 'Q2008856', 'Q184469', 'Q314112', 'Q99904539', 'Q2792882', 'Q29552', 'Q881', 'Q174908', 'Q42295', 'Q407622', 'Q916', 'Q9640', 'Q633339', 'Q3518911', 'Q1316', 'Q11504279', 'Q1124', 'Q796', 'Q846570']"
U7935,"['Q1473420', 'Q4653', 'Q3884', 'Q165219']"
U7936,"['Q215410', 'Q265158', 'Q3302947', 'Q116093769', 'Q846570', 'Q48479', 'Q15868042', 'Q2195840', 'Q813701']"
U7937,"['Q1111', 'Q114374750', 'Q71898414', 'Q1981388']"
U7938,['Q66741638']
U7939,"['Q15052197', 'Q152361', 'Q1190554', 'Q621184', 'Q116348', 'Q776903', 'Q181487']"
U7940,"['Q158607', 'Q10862449', 'Q3654611', 'Q3924412', 'Q110059596', 'Q714586']"
U7941,['Q51406']
U7942,"['Q3010', 'Q261384', 'Q3120087']"
U7943,[]
U7944,"['Q20671646', 'Q5']"
U7945,"['Q50776', 'Q11460', 'Q105972300', 'Q30']"
U7946,"['Q312720', 'Q969563', 'Q63537274']"
U7947,"['Q4241520', 'Q387253', 'Q164294', 'Q223243', 'Q47514713', 'Q208578', 'Q30083367', 'Q100759989', 'Q16872070', 'Q104705419', 'Q132744', 'Q18638465', 'Q602244', 'Q110652193', 'Q104335180', 'Q3303598', 'Q9705']"
U7948,"['Q74359', 'Q185737', 'Q387253']"
U7949,['Q116642818']
U7950,"['Q2901587', 'Q1962297', 'Q15753015', 'Q116059825', 'Q679']"
U7951,"['Q145', 'Q9381', 'Q200535', 'Q597897', 'Q1639825', 'Q47398']"
